ds,ticker,yhat,yhat_lower,yhat_upper,is_forecast
2026-01-15,INFY.NS,1602.5799470232407,1517.5781673916438,1691.9885284434192,False
2026-01-16,INFY.NS,1600.2693908656133,1514.3279798830429,1692.1937342583717,False
2026-01-19,INFY.NS,1602.3006238142757,1516.1250387791397,1693.4819741810697,False
2026-01-20,INFY.NS,1602.9718178733372,1517.2134494440263,1695.1278516838079,False
2026-01-21,INFY.NS,1606.868855417381,1511.5201111283227,1697.9851898136446,False
2026-01-22,INFY.NS,1606.7875969181966,1523.8198984975504,1693.910810727094,False
2026-01-23,INFY.NS,1602.9585685084078,1512.1745536843327,1692.0314667610112,False
2026-01-27,INFY.NS,1595.380420674105,1512.8187285138079,1683.1843364489553,False
2026-01-28,INFY.NS,1595.8427337049404,1497.2569257630205,1685.2517986820053,False
2026-01-29,INFY.NS,1592.0828910537068,1510.9776524761864,1680.8010012103398,False
2026-01-30,INFY.NS,1584.3921672330437,1497.8746112981923,1672.3078224857622,False
2026-02-02,INFY.NS,1567.2375875812634,1480.547696635995,1657.7625051401658,False
2026-02-03,INFY.NS,1560.8239931563846,1469.9204276967612,1654.264312394204,False
2026-02-04,INFY.NS,1557.470144080624,1469.6592974362013,1641.7415844786167,False
2026-02-05,INFY.NS,1550.0828979080768,1450.6597585956938,1636.236869532069,False
2026-02-06,INFY.NS,1539.0024710971306,1455.4053172302933,1632.4216427998683,False
2026-02-09,INFY.NS,1513.484715407578,1429.1294829962007,1600.3004280308403,False
2026-02-10,INFY.NS,1504.9710763269811,1419.5768879279944,1596.790773380852,False
2026-02-11,INFY.NS,1499.8824730354634,1413.310366780869,1586.2368435005237,False
2026-02-12,INFY.NS,1491.1259352108054,1397.9769542582,1580.5409008092474,False
2026-02-13,INFY.NS,1479.0339436674408,1392.0463398206568,1567.2324990488532,False
2026-02-16,INFY.NS,1452.447865854686,1360.4135734138076,1541.841410073015,False
2026-02-17,INFY.NS,1444.1463083632943,1359.3932713781528,1531.6317126414901,False
2026-02-18,INFY.NS,1439.5006682644712,1349.0751767686158,1523.1070345948604,False
2026-02-19,INFY.NS,1431.3829413143949,1338.9841765110446,1521.206133105178,False
2026-02-20,INFY.NS,1420.0902993767595,1329.8763902306268,1507.6976603803137,False
2026-02-23,INFY.NS,1396.5335459314226,1306.2938620697244,1481.0297571089538,False
2026-02-24,INFY.NS,1389.355976477154,1297.9174255943458,1479.443290422164,False
2026-02-25,INFY.NS,1385.8535317521207,1298.7770265065153,1473.1308932382706,False
2026-02-26,INFY.NS,1378.8828617079778,1284.094207943843,1468.4212443287015,False
2026-02-27,INFY.NS,1368.7311760409766,1277.910925925696,1452.0451090777633,False
2026-03-02,INFY.NS,1348.5408794721723,1262.3955848803212,1436.384597715791,False
2026-03-04,INFY.NS,1340.1212542058595,1253.245408754123,1430.9910072654104,False
2026-03-05,INFY.NS,1334.3239515012033,1251.480293046029,1432.791878100269,False
2026-03-06,INFY.NS,1325.3968095807188,1240.7993555524781,1415.207216165585,False
2026-03-09,INFY.NS,1309.358443193364,1221.168929784243,1396.4247210018514,False
2026-03-10,INFY.NS,1304.894492798171,1216.722452196262,1400.0218273966987,False
